country,holiday_date,day_of_week,holiday,not_national_holiday,notes
Somalia,2014-10-06T00:00:00,Mon,Eid al Adha Holiday (Somaliland),true,Regional
Somalia,2014-10-25T00:00:00,Sat,Islamic New Year (Somaliland),true,Regional
Somalia,2014-11-03T00:00:00,Mon,Ashura (except Somaliland),false,
Somalia,2015-01-01T00:00:00,Thu,New Year's Day (except Somaliland),false,
Somalia,2015-01-03T00:00:00,Sat,Mawlid Nabi (The Prophet's Birthday),false,
South Africa,2014-05-01T00:00:00,Thu,Workers' Day,false,
South Africa,2014-05-07T00:00:00,Wed,Public Holiday (National Elections),false,
South Africa,2014-06-16T00:00:00,Mon,Youth Day,false,
South Africa,2014-08-09T00:00:00,Sat,Women's Day,false,
South Africa,2014-09-24T00:00:00,Wed,Heritage Day,false,
South Africa,2014-12-16T00:00:00,Tue,Reconciliation Day,false,
South Africa,2014-12-25T00:00:00,Thu,Christmas Day,false,
South Africa,2014-12-26T00:00:00,Fri,Day of Goodwill,false,
South Africa,2015-01-01T00:00:00,Thu,New Year's Day,false,
South Africa,2015-03-21T00:00:00,Sat,Human Rights' Day,false,
South Africa,2015-04-03T00:00:00,Fri,Good Friday,false,
South Africa,2015-04-06T00:00:00,Mon,Family Day / Easter Monday,false,
South Africa,2015-04-27T00:00:00,Mon,Freedom Day,false,
South Korea,2014-05-01T00:00:00,Thu,Labor Day,true,Bnk+Othr
South Korea,2014-05-05T00:00:00,Mon,Orininal (Children's Day),false,
South Korea,2014-05-06T00:00:00,Tue,Sukka Tansin Il (Buddha Day),false,
South Korea,2014-06-06T00:00:00,Fri,Hyun Choong Il (Memorial Day),false,
South Korea,2014-08-15T00:00:00,Fri,Kwang Bok Jul (Independence Day),false,
South Korea,2014-09-07T00:00:00,Sun,Chusok (Harvest Moon Festival),false,
South Korea,2014-09-08T00:00:00,Mon,Chusok (Harvest Moon Festival),false,
South Korea,2014-09-09T00:00:00,Tue,Chusok (Harvest Moon Festival),false,
South Korea,2014-09-10T00:00:00,Wed,Chusok Holiday,true,Government
South Korea,2014-10-03T00:00:00,Fri,Kae Chun Jul (Foundation Day),false,
South Korea,2014-10-09T00:00:00,Thu,Hangeul Day,false,
South Korea,2014-12-25T00:00:00,Thu,Christmas Day,false,
South Korea,2015-01-01T00:00:00,Thu,New Year's Day,false,
South Korea,2015-02-18T00:00:00,Wed,Seol-nal Holiday,false,
South Korea,2015-02-19T00:00:00,Thu,Seol-nal (Lunar New Year),false,
South Korea,2015-02-20T00:00:00,Fri,Seol-nal Holiday,false,
South Korea,2015-03-01T00:00:00,Sun,Sam Il Jul (Samil Day),false,
South Sudan,2014-05-01T00:00:00,Thu,International Labour Day,false,
South Sudan,2014-05-16T00:00:00,Fri,SPLA Day,false,
South Sudan,2014-07-09T00:00:00,Wed,Independence Day,false,
South Sudan,2014-07-28T00:00:00,Mon,Eid-Al-Fitr (End of Ramadan),false,
South Sudan,2014-07-29T00:00:00,Tue,Eid-Al-Fitr Holiday (for Muslims only),true,Muslim
South Sudan,2014-07-30T00:00:00,Wed,Martyrs' Day,false,
South Sudan,2014-07-30T00:00:00,Wed,Eid-Al-Fitr Holiday (for Muslims only),true,Muslim
South Sudan,2014-10-04T00:00:00,Sat,Eid-Al-Adha (Feast of Sacrifice),false,
South Sudan,2014-10-05T00:00:00,Sun,Eid-Al-Adha Holiday (for Muslims only),true,Muslim
South Sudan,2014-10-06T00:00:00,Mon,Eid-Al-Adha Holiday (for Muslims only),true,Muslim
South Sudan,2014-10-07T00:00:00,Tue,Eid-Al-Adha Holiday (for Muslims only),true,Muslim
South Sudan,2014-10-08T00:00:00,Wed,Eid-Al-Adha Holiday (for Muslims only),true,Muslim
South Sudan,2014-12-01T00:00:00,Mon,World AIDS Day,false,
South Sudan,2014-12-25T00:00:00,Thu,Christmas Day,false,
South Sudan,2015-01-01T00:00:00,Thu,New Year's Day,false,
South Sudan,2015-01-09T00:00:00,Fri,Comprehensive Peace Agreement Day,false,
South Sudan,2015-04-03T00:00:00,Fri,Good Friday,false,
South Sudan,2015-04-04T00:00:00,Sat,Holy Saturday,false,
South Sudan,2015-04-05T00:00:00,Sun,Easter Sunday,false,
South Sudan,2015-04-06T00:00:00,Mon,Easter Monday,false,
Spain,2014-05-01T00:00:00,Thu,Labour Day (Fiesta del Trabajo),false,
Spain,2014-05-02T00:00:00,Fri,Community Day (M),true,Regional
Spain,2014-05-15T00:00:00,Thu,San Isidro (Madrid) (M),true,Municipal
Spain,2014-05-17T00:00:00,Sat,D��a de las Letras Gallegas (GA),true,Regional
Spain,2014-05-30T00:00:00,Fri,D��a de Canarias (CN),true,Regional
Spain,2014-05-31T00:00:00,Sat,D��a de Castilla-la Mancha (CM),true,Regional
Spain,2014-06-09T00:00:00,Mon,Community Day (LO MU),true,Regional
Spain,2014-06-13T00:00:00,Fri,San Antonio (CE),true,Regional
Spain,2014-06-19T00:00:00,Thu,Corpus Christi (CM M),true,Regional
Spain,2014-06-24T00:00:00,Tue,San Juan (CT),true,Regional
Spain,2014-07-25T00:00:00,Fri,Santiago Ap��stol/D��a de Galicia (GA PV S),true,Regional
Spain,2014-08-05T00:00:00,Tue,Nuestra Se��ora de ��frica (CE),true,Regional
Spain,2014-08-15T00:00:00,Fri,Assumption (Asunci��n de la Virgen),false,
Spain,2014-09-08T00:00:00,Mon,Community Day (EX O),true,Regional
Spain,2014-09-08T00:00:00,Mon,Virgen de la Victoria (ML),true,Regional
Spain,2014-09-11T00:00:00,Thu,Fiesta Nacional de Catalu��a (CT),true,Regional
Spain,2014-09-15T00:00:00,Mon,Nuestra Se��ora de la Bien Aparecida (S),true,Regional
Spain,2014-09-17T00:00:00,Wed,Fundaci��n de Melilla (ML),true,Regional
Spain,2014-10-06T00:00:00,Mon,Pascua del Sacrificio (Eidul-Adha) (CE),true,Regional
Spain,2014-10-06T00:00:00,Mon,Pascua del Sacrificio (Aid El Kebir) (ML),true,Regional
Spain,2014-10-09T00:00:00,Thu,Community Day (VC),true,Regional
Spain,2014-10-12T00:00:00,Sun,Fiesta Nacional de Espa��a (National Day),false,
Spain,2014-10-13T00:00:00,Mon,National Day Holiday (AN AR CE CL EX ML),true,Regional
Spain,2014-11-01T00:00:00,Sat,All Saints' Day (Todos los Santos),false,
Spain,2014-11-09T00:00:00,Sun,La Almudena (Madrid) (M),true,Municipal
Spain,2014-12-03T00:00:00,Wed,San Francisco Javier (NA),true,Regional
Spain,2014-12-06T00:00:00,Sat,Constitution Day (D��a de la Constituci��n Espa��ola),false,
Spain,2014-12-08T00:00:00,Mon,Immaculate Conception (Inmaculada Concepci��n),false,
Spain,2014-12-25T00:00:00,Thu,Christmas (Natividad de Nuestro Se��or),false,
Spain,2014-12-26T00:00:00,Fri,Saint Stephen's (San Esteban) (CT IB),true,Regional
Spain,2015-01-01T00:00:00,Thu,New Year's Day (A��o Nuevo),false,
Spain,2015-01-06T00:00:00,Tue,Epiphany (Epifan��a del Se��or),false,
Spain,2015-02-28T00:00:00,Sat,D��a de Andaluc��a (AN),true,Regional
Spain,2015-03-01T00:00:00,Sun,D��a de las Islas Baleares (IB),true,Regional
Spain,2015-03-19T00:00:00,Thu,Saint Joseph's Day (CM M ML MU VC),true,Regional
Spain,2015-04-02T00:00:00,Thu,Maundy Thursday (except CT),false,
Spain,2015-04-03T00:00:00,Fri,Good Friday (Viernes Santo),false,
Spain,2015-04-06T00:00:00,Mon,Easter Monday (CT IB LO NA PV S VC),true,Regional
Spain,2015-04-23T00:00:00,Thu,Saint George's Day (AR),true,Regional
Spain,2015-04-23T00:00:00,Thu,Community Day (CL),true,Regional
Spanish Sahara,2014-05-01T00:00:00,Thu,Labour Day,false,
Spanish Sahara,2014-07-28T00:00:00,Mon,Eid al Fitr (End of Ramadan),false,
Spanish Sahara,2014-07-29T00:00:00,Tue,Eid al Fitr Holiday,false,
Spanish Sahara,2014-07-30T00:00:00,Wed,Throne Day,false,
Spanish Sahara,2014-08-14T00:00:00,Thu,Oued Ed-Dahab Day,false,
Spanish Sahara,2014-08-20T00:00:00,Wed,Revolution Day (1953),false,
Spanish Sahara,2014-08-21T00:00:00,Thu,HM Mohammed VI's Birthday,false,
Spanish Sahara,2014-10-04T00:00:00,Sat,Eid al Adha (Feast of Sacrifice),false,
Spanish Sahara,2014-10-05T00:00:00,Sun,Eid al Adha Holiday,false,
Spanish Sahara,2014-10-25T00:00:00,Sat,Islamic New Year,false,
Spanish Sahara,2014-11-06T00:00:00,Thu,Green March Day,false,
Spanish Sahara,2014-11-18T00:00:00,Tue,Independence Day,false,
Spanish Sahara,2015-01-01T00:00:00,Thu,New Year's Day,false,
Spanish Sahara,2015-01-03T00:00:00,Sat,A��d el Maoulid Annabaoui (Prophet's Birthday),false,
Spanish Sahara,2015-01-04T00:00:00,Sun,A��d el Maoulid Annabaoui Holiday,false,
Spanish Sahara,2015-01-11T00:00:00,Sun,Independence Manifesto Day (1944),false,
Sri Lanka,2014-05-01T00:00:00,Thu,May Day,false,
Sri Lanka,2014-05-14T00:00:00,Wed,Vesak Full Moon Poya Day,false,
Sri Lanka,2014-05-15T00:00:00,Thu,Day following Vesak Full Moon Poya Day,false,
Sri Lanka,2014-06-12T00:00:00,Thu,Poson Full Moon Poya Day,false,
Sri Lanka,2014-07-12T00:00:00,Sat,Esala Full Moon Poya Day,false,
Sri Lanka,2014-07-29T00:00:00,Tue,Id-ul-Fitr (Ramazan Festival Day),false,
Sri Lanka,2014-08-10T00:00:00,Sun,Nikini Full Moon Poya Day,false,
Sri Lanka,2014-09-08T00:00:00,Mon,Binara Full Moon Poya Day,false,
Sri Lanka,2014-10-05T00:00:00,Sun,Id-Ul-Alha (Hadji Festival Day),false,
Sri Lanka,2014-10-08T00:00:00,Wed,Vap Full Moon Poya Day,false,
Sri Lanka,2014-10-22T00:00:00,Wed,Deepavali Festival Day,false,
Sri Lanka,2014-11-06T00:00:00,Thu,Il Full Moon Poya Day,false,
Sri Lanka,2014-12-06T00:00:00,Sat,Unduwap Full Moon Poya Day,false,
Sri Lanka,2014-12-25T00:00:00,Thu,Christmas Day,false,
Sri Lanka,2015-01-04T00:00:00,Sun,Milad-Un-Nabi (Holy Prophet's Birthday),false,
Sri Lanka,2015-01-04T00:00:00,Sun,Duruthu Full Moon Poya Day,false,
Sri Lanka,2015-01-05T00:00:00,Mon,Special Bank Holiday (Milad-Un-Nabi) (full day) (tentative),true,Banks
Sri Lanka,2015-01-15T00:00:00,Thu,Tamil Thai Pongal Day,false,
Sri Lanka,2015-02-03T00:00:00,Tue,Navam Full Moon Poya Day,false,
Sri Lanka,2015-02-04T00:00:00,Wed,National Day (Independence Day),false,
Sri Lanka,2015-02-17T00:00:00,Tue,Mahasivarathri Day,false,
Sri Lanka,2015-03-05T00:00:00,Thu,Medin Full Moon Poya Day,false,
Sri Lanka,2015-04-03T00:00:00,Fri,Good Friday,false,
Sri Lanka,2015-04-04T00:00:00,Sat,Bak Full Moon Poya Day,false,
Sri Lanka,2015-04-13T00:00:00,Mon,Sinhala & Tamil New Year's Eve,false,
Sri Lanka,2015-04-14T00:00:00,Tue,Sinhala & Tamil New Year (Aluth Avurudda),false,
Sudan,2014-05-31T00:00:00,Sat,DDPD Commemoration (Doha Document for Peace in Darfur),false,
Sudan,2014-07-28T00:00:00,Mon,Ramadan Bairam / Eid al Fitr (End of Ramadan),false,
Sudan,2014-07-29T00:00:00,Tue,Ramadan Bairam / Eid al Fitr Holiday,false,
Sudan,2014-07-30T00:00:00,Wed,Ramadan Bairam / Eid al Fitr Holiday,false,
Sudan,2014-07-31T00:00:00,Thu,Ramadan Bairam / Eid al Fitr Holiday,false,
Sudan,2014-10-03T00:00:00,Fri,Corban Bairam Holiday,false,
Sudan,2014-10-04T00:00:00,Sat,Corban Bairam / Eid al Adha (Feast of Sacrifice),false,
Sudan,2014-10-05T00:00:00,Sun,Corban Bairam Holiday,false,
Sudan,2014-10-06T00:00:00,Mon,Corban Bairam Holiday,false,
Sudan,2014-10-07T00:00:00,Tue,Corban Bairam Holiday,false,
Sudan,2014-12-25T00:00:00,Thu,Christmas Day for Western communities,true,Christian
Sudan,2014-12-26T00:00:00,Fri,Western Christmas Holiday,true,Christian
Sudan,2014-12-27T00:00:00,Sat,Western Christmas Holiday,true,Christian
Sudan,2015-01-01T00:00:00,Thu,Independence Day (National Day),false,
Sudan,2015-01-03T00:00:00,Sat,The Prophet's Birthday (Moulid Al Nabi),false,
Sudan,2015-01-07T00:00:00,Wed,Christmas Day for Eastern communities,true,Christian
Sudan,2015-01-08T00:00:00,Thu,Eastern Christmas Holiday,true,Christian
Sudan,2015-01-09T00:00:00,Fri,Eastern Christmas Holiday,true,Christian
Sudan,2015-04-03T00:00:00,Fri,Western Easter Holiday,true,Christian
Sudan,2015-04-04T00:00:00,Sat,Western Easter Holiday,true,Christian
Sudan,2015-04-05T00:00:00,Sun,Easter Day for Western communities,true,Christian
Sudan,2015-04-10T00:00:00,Fri,Eastern Easter Holiday,true,Christian
Sudan,2015-04-11T00:00:00,Sat,Eastern Easter Holiday,true,Christian
Sudan,2015-04-12T00:00:00,Sun,Easter Day for Eastern communities,true,Christian
Suriname,2014-05-01T00:00:00,Thu,Labour Day (Dag van de arbeid),false,
Suriname,2014-07-01T00:00:00,Tue,Emancipation Day (Keti Koti/Dag der Vrijheden),false,
Suriname,2014-07-28T00:00:00,Mon,Id Ul Fitr (End of Ramadan),false,
Suriname,2014-08-09T00:00:00,Sat,Indigenous People's Day (Dag der Inheemsen),false,
Suriname,2014-10-05T00:00:00,Sun,Id Ul Adha (Feast of Sacrifice),false,
Suriname,2014-10-10T00:00:00,Fri,Maroons Day,false,
Suriname,2014-10-23T00:00:00,Thu,Divali,false,
Suriname,2014-11-25T00:00:00,Tue,Republic Day (Srefidensi/Onafhankelijkheidsdag),false,
Suriname,2014-12-25T00:00:00,Thu,Christmas Day (Kerstmis),false,
Suriname,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Suriname,2015-01-01T00:00:00,Thu,New Year's Day (Nieuwjaarsdag),false,
Suriname,2015-02-19T00:00:00,Thu,Chinese New Year,false,
Suriname,2015-02-25T00:00:00,Wed,Day of Liberation and Innovation (Dag van de Revolutie),false,
Suriname,2015-03-06T00:00:00,Fri,Phagwah (Holi Phagwa),false,
Suriname,2015-04-03T00:00:00,Fri,Good Friday (Goede Vrijdag),false,
Suriname,2015-04-05T00:00:00,Sun,Easter Sunday (1e Pasen),false,
Suriname,2015-04-06T00:00:00,Mon,Easter Monday (2e Pasen),false,
Svalbard and Jan Mayen,2014-05-01T00:00:00,Thu,May Day,false,
Svalbard and Jan Mayen,2014-05-17T00:00:00,Sat,Constitution Day,false,
Svalbard and Jan Mayen,2014-05-29T00:00:00,Thu,Ascension Day,false,
Svalbard and Jan Mayen,2014-06-08T00:00:00,Sun,Whit Sunday (Pentecost),false,
Svalbard and Jan Mayen,2014-06-09T00:00:00,Mon,Whit Monday,false,
Svalbard and Jan Mayen,2014-12-24T00:00:00,Wed,Christmas Eve,true,Othr+Aft
Svalbard and Jan Mayen,2014-12-25T00:00:00,Thu,Christmas Day,false,
Svalbard and Jan Mayen,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Svalbard and Jan Mayen,2014-12-31T00:00:00,Wed,New Year's Eve,true,Othr+Aft
Svalbard and Jan Mayen,2015-01-01T00:00:00,Thu,New Year's Day,false,
Svalbard and Jan Mayen,2015-04-02T00:00:00,Thu,Maundy Thursday,false,
Svalbard and Jan Mayen,2015-04-03T00:00:00,Fri,Good Friday,false,
Svalbard and Jan Mayen,2015-04-05T00:00:00,Sun,Easter,false,
Svalbard and Jan Mayen,2015-04-06T00:00:00,Mon,Easter Monday,false,
Swaziland,2014-05-01T00:00:00,Thu,Workers' Day,false,
Swaziland,2014-05-29T00:00:00,Thu,Ascension Day,false,
Swaziland,2014-07-22T00:00:00,Tue,King Father's Birthday,false,
Swaziland,2014-09-01T00:00:00,Mon,Umhlanga / Reed Dance Public Holiday (date to be confirmed),false,
Swaziland,2014-09-06T00:00:00,Sat,Somhlolo Day (Independence Day),false,
Swaziland,2014-12-25T00:00:00,Thu,Christmas Day,false,
Swaziland,2014-12-26T00:00:00,Fri,Boxing Day,false,
Swaziland,2015-01-01T00:00:00,Thu,New Year's Day,false,
Swaziland,2015-01-08T00:00:00,Thu,Incwala Day (date to be confirmed),false,
Swaziland,2015-04-03T00:00:00,Fri,Good Friday,false,
Swaziland,2015-04-06T00:00:00,Mon,Easter Monday,false,
Swaziland,2015-04-19T00:00:00,Sun,King's Birthday,false,
Swaziland,2015-04-20T00:00:00,Mon,King's Birthday Holiday,false,
Swaziland,2015-04-25T00:00:00,Sat,National Flag Day,false,
Sweden,2014-05-01T00:00:00,Thu,May Day (F��rsta maj),false,
Sweden,2014-05-29T00:00:00,Thu,Ascension Day (Kristi himmelsf��rdsdag),false,
Sweden,2014-06-06T00:00:00,Fri,National Day (Nationaldagen),false,
Sweden,2014-06-08T00:00:00,Sun,Whit Sunday (Pingstdagen),false,
Sweden,2014-06-20T00:00:00,Fri,Midsummer's Eve (Midsommarafton),true,Bnk+Othr
Sweden,2014-06-21T00:00:00,Sat,Midsummer's Day (Midsommardagen),false,
Sweden,2014-10-31T00:00:00,Fri,All Hallows' Eve (Dag f��re Allhelgona),true,Bnk+Aft
Sweden,2014-11-01T00:00:00,Sat,All Saints' Day (Allhelgonadagen),false,
Sweden,2014-12-24T00:00:00,Wed,Christmas Eve (Julafton),true,Bnk+Othr
Sweden,2014-12-25T00:00:00,Thu,Christmas Day (Juldagen),false,
Sweden,2014-12-26T00:00:00,Fri,Second Day of Christmas (Annandag jul),false,
Sweden,2014-12-31T00:00:00,Wed,New Year's Eve (Ny��rsafton),true,Bnk+Othr
Sweden,2015-01-01T00:00:00,Thu,New Year's Day (Ny��rsdagen),false,
Sweden,2015-01-05T00:00:00,Mon,Epiphany Eve (Trettondagsafton),true,Bnk+Aft
Sweden,2015-01-06T00:00:00,Tue,Epiphany (Trettondagen),false,
Sweden,2015-04-02T00:00:00,Thu,Bank Holiday (afternoon only),true,Banks
Sweden,2015-04-03T00:00:00,Fri,Good Friday (L��ngfredagen),false,
Sweden,2015-04-05T00:00:00,Sun,Easter (P��skdagen),false,
Sweden,2015-04-06T00:00:00,Mon,Easter Monday (Annandag p��sk),false,
Sweden,2015-04-30T00:00:00,Thu,Valborg's Eve (Valborgsm��ssoafton),true,Bnk+Aft
Switzerland,2014-05-01T00:00:00,Thu,Labour Day (BL BS FR JU LU NE SH SO TG TI ZH),true,Regional
Switzerland,2014-05-29T00:00:00,Thu,Ascension Day,false,
Switzerland,2014-06-09T00:00:00,Mon,Whit Monday (except VS),false,
Switzerland,2014-06-19T00:00:00,Thu,Corpus Christi (AG AI FR GR JU LU NW OW SO SZ TI UR VS ZG),true,Regional
Switzerland,2014-06-29T00:00:00,Sun,St. Peter and St. Paul (GR TI),true,Regional
Switzerland,2014-08-01T00:00:00,Fri,National Day,false,
Switzerland,2014-08-15T00:00:00,Fri,Assumption (AG AI FR JU LU NW OW SO SZ TI UR VS ZG),true,Regional
Switzerland,2014-09-11T00:00:00,Thu,Je��ne Genevois (GE),true,Regional
Switzerland,2014-09-22T00:00:00,Mon,Day after the Federal Fast (BE NE VD),true,Regional
Switzerland,2014-11-01T00:00:00,Sat,All Saints' Day (AG AI FR GR JU LU NW OW SG SO SZ TI UR VS ZG),true,Regional
Switzerland,2014-12-08T00:00:00,Mon,Immaculate Conception (AG AI FR GR LU NW OW SO SZ TI UR VS ZG),true,Regional
Switzerland,2014-12-25T00:00:00,Thu,Christmas Day,false,
Switzerland,2014-12-26T00:00:00,Fri,Saint Stephen's Day (except GE JU NE VD VS),false,
Switzerland,2014-12-31T00:00:00,Wed,Restoration Day (GE),true,Regional
Switzerland,2015-01-01T00:00:00,Thu,New Year's Day,false,
Switzerland,2015-01-02T00:00:00,Fri,Saint Berchtold's Day (AG BE FR GL JU LU NE OW SH SO TG VD ZG ZH),true,Regional
Switzerland,2015-01-06T00:00:00,Tue,Epiphany (GR LU SZ TI UR),true,Regional
Switzerland,2015-03-01T00:00:00,Sun,Republic Day (NE),true,Regional
Switzerland,2015-03-19T00:00:00,Thu,Saint Joseph's Day (GR LU NW SO SZ TI UR VS),true,Regional
Switzerland,2015-04-03T00:00:00,Fri,Good Friday (except TI VS),false,
Switzerland,2015-04-06T00:00:00,Mon,Easter Monday (except VS),false,
Syria,2014-05-01T00:00:00,Thu,Labour Day,false,
Syria,2014-05-06T00:00:00,Tue,Martyrs' Day,false,
Syria,2014-07-28T00:00:00,Mon,Eid al Fitr (End of Ramadan),false,
Syria,2014-07-29T00:00:00,Tue,Eid al Fitr Holiday,false,
Syria,2014-07-30T00:00:00,Wed,Eid al Fitr Holiday,false,
Syria,2014-10-04T00:00:00,Sat,Eid al Adha (Feast of Sacrifice),false,
Syria,2014-10-05T00:00:00,Sun,Eid al Adha Holiday,false,
Syria,2014-10-06T00:00:00,Mon,Tishreen Liberation War Day,false,
Syria,2014-10-06T00:00:00,Mon,Eid al Adha Holiday,false,
Syria,2014-10-07T00:00:00,Tue,Eid al Adha Holiday,false,
Syria,2014-10-25T00:00:00,Sat,Islamic New Year,false,
Syria,2014-12-25T00:00:00,Thu,Christmas Day,false,
Syria,2015-01-01T00:00:00,Thu,New Year's Day,false,
Syria,2015-01-03T00:00:00,Sat,Mawlid An Nabi (The Prophet's Birthday),false,
Syria,2015-03-08T00:00:00,Sun,Revolution Day,false,
Syria,2015-03-21T00:00:00,Sat,Mothers' Day,false,
,,,,,
Syria,2015-04-05T00:00:00,Sun,Easter (Gregorian/Western),false,
Syria,2015-04-12T00:00:00,Sun,Easter (Julian/Orthodox),false,
Syria,2015-04-17T00:00:00,Fri,Independence Day,false,
Taiwan,2014-05-01T00:00:00,Thu,Labor Day,true,Bnk+Othr
Taiwan,2014-06-02T00:00:00,Mon,Dragon Boat Festival,false,
Taiwan,2014-09-03T00:00:00,Wed,Armed Forces Day,true,Other
Taiwan,2014-09-08T00:00:00,Mon,Moon Festival (Mid-Autumn),false,
Taiwan,2014-10-10T00:00:00,Fri,National Day (Double Tenth),false,
Taiwan,2015-01-01T00:00:00,Thu,Republic Day / New Year's Day,false,
Taiwan,2015-02-18T00:00:00,Wed,Chinese New Year's Eve,false,
Taiwan,2015-02-19T00:00:00,Thu,Chinese New Year's Day,false,
Taiwan,2015-02-20T00:00:00,Fri,Chinese New Year Holiday,false,
Taiwan,2015-02-23T00:00:00,Mon,Chinese New Year Holiday,false,
Taiwan,2015-02-27T00:00:00,Fri,Peace Memorial Holiday,false,
Taiwan,2015-02-28T00:00:00,Sat,Peace Memorial Day,false,
Taiwan,2015-04-03T00:00:00,Fri,Children's Day Holiday,false,
Taiwan,2015-04-04T00:00:00,Sat,Children's Day,false,
Taiwan,2015-04-05T00:00:00,Sun,Tomb Sweeping Day,false,
Taiwan,2015-04-06T00:00:00,Mon,Tomb Sweeping Day Holiday,false,
Tajikistan,2014-05-01T00:00:00,Thu,International Labour Day,false,
Tajikistan,2014-05-09T00:00:00,Fri,Victory Day,false,
Tajikistan,2014-06-27T00:00:00,Fri,Day of National Unity,false,
Tajikistan,2014-07-28T00:00:00,Mon,Idi Ramazon (End of Ramadan),false,
Tajikistan,2014-09-09T00:00:00,Tue,Independence Day,false,
Tajikistan,2014-10-04T00:00:00,Sat,Idi Qurbon (Feast of Sacrifice),false,
Tajikistan,2014-10-06T00:00:00,Mon,Idi Qurbon Holiday,false,
Tajikistan,2014-11-06T00:00:00,Thu,Constitution Day,false,
Tajikistan,2015-01-01T00:00:00,Thu,New Year's Day,false,
Tajikistan,2015-03-08T00:00:00,Sun,International Women's Day,false,
Tajikistan,2015-03-09T00:00:00,Mon,Women's Day Holiday,false,
Tajikistan,2015-03-21T00:00:00,Sat,Navruz (Persian New Year),false,
Tajikistan,2015-03-22T00:00:00,Sun,Navruz Holiday,false,
Tajikistan,2015-03-23T00:00:00,Mon,Navruz Holiday,false,
Tajikistan,2015-03-24T00:00:00,Tue,Navruz Holiday,false,
Tanzania,2014-05-01T00:00:00,Thu,International Workers' Day,false,
Tanzania,2014-07-01T00:00:00,Tue,Bank Holiday,true,Banks
Tanzania,2014-07-07T00:00:00,Mon,Maonyesho ya Saba Saba (Dar es Salaam Trade Fair),false,
Tanzania,2014-07-30T00:00:00,Wed,Iddi El Fitry (End of Ramadan),false,
