,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
78,2179186,2,5.0,18,0.0028&&0.0073&&0.0047&&0.0229&&0.0033&&0.0023&&0.0087&&0.0076&&6.9805&&,0.888888888889,10.0,1,10,0,2051.1,0.0,0
79,2163088,3,2.33333333333,203,1.9786&&43.0569&&3.9875&&0.0545&&1.9180&&0.0034&&,0.833333333333,71.4285714286,2,7,1,4646.57142857,0.0,0
80,2190240,2,3.0,86,0.0708&&17.0320&&0.0016&&0.0093&&0.8497&&,0.8,33.3333333333,1,6,0,1284.16666667,0.333333333333,0
81,2006530,16,0.5,226,1.0984&&0.9171&&2.0675&&4.9087&&1.9811&&54.9889&&0.1258&&,0.714285714286,25.0,6,8,0,1260.75,0.125,0
82,2007989,4,1.5,85,0.0554&&0.0027&&0.0476&&17.6719&&0.0019&&,0.8,50.0,1,6,0,975.0,0.333333333333,0
83,1999406,5,3.2,22,14.0639&&0.0028&&0.0023&&0.0044&&0.0270&&0.0001&&0.0027&&0.0000&&0.0101&&0.0001&&0.0020&&0.0021&&0.0023&&0.0024&&0.0015&&,0.933333333333,0.0,2,16,0,4326.6875,0.0,0
84,2108838,6,1.0,75,13.8703&&0.0525&&1.7794&&0.0020&&0.0649&&,0.8,0.0,4,6,0,1278.33333333,0.166666666667,0
85,2009706,7,1.28571428571,3,0.3243&&0.0389&&0.0013&&0.0275&&0.0144&&0.0140&&0.4225&&0.2444&&,1.0,0.0,6,9,0,1003.33333333,0.333333333333,0
86,2213744,3,2.0,133,25.3657&&0.0311&&0.0440&&2.2536&&0.0197&&,0.8,0.0,4,6,0,1777.16666667,0.0,0
87,2068082,1,5.0,0,0.0038&&0.0013&&0.0020&&0.0023&&,1.0,0.0,2,5,0,3023.6,0.0,0
88,2139946,3,1.66666666667,73,0.0027&&0.0050&&12.2335&&0.0074&&,0.75,20.0,3,5,1,1729.6,0.0,0
89,2129795,18,0.333333333333,32,5.9488&&0.0021&&0.1830&&0.6573&&0.0012&&,0.8,16.6666666667,3,6,0,1211.16666667,0.0,0
90,2077078,4,3.0,22,0.0063&&0.0239&&0.0191&&0.0262&&6.8859&&0.0045&&0.0031&&0.1640&&0.6853&&2.5001&&0.1367&&,0.909090909091,0.0,1,12,0,977.666666667,0.666666666667,0
91,2090565,2,3.5,13,0.0072&&0.0560&&0.0080&&0.0012&&0.0077&&3.3690&&,1.0,100.0,0,7,0,1081.0,0.142857142857,0
92,2196599,11,0.545454545455,99,0.0392&&1.5419&&0.2521&&9.3446&&9.6072&&,0.6,33.3333333333,2,6,0,1301.83333333,0.0,0
93,2160057,8,0.875,10,0.6746&&0.3360&&0.1157&&0.3261&&0.0064&&1.0518&&,1.0,100.0,0,7,0,2336.14285714,0.0,0
94,2158303,2,2.5,0,0.0093&&0.0778&&0.0042&&0.0456&&,1.0,40.0,2,5,0,2263.2,0.0,0
95,2100221,4,1.5,0,0.0210&&0.0111&&0.0170&&0.0149&&0.0414&&,1.0,0.0,2,6,0,1855.33333333,0.0,0
96,2056162,5,1.0,419,4.1291&&53.9348&&8.0623&&3.8622&&,0.25,80.0,1,5,0,1561.2,0.0,0
97,2147808,12,0.5,426,57.5972&&1.9399&&0.0119&&0.9714&&28.3927&&,0.6,0.0,5,6,3,2441.83333333,0.0,0
98,2120081,2,5.5,87,0.0017&&3.6923&&1.2130&&0.0596&&0.0175&&0.6710&&6.9192&&1.2342&&21.8632&&0.9366&&,0.8,72.7272727273,2,11,0,2058.45454545,0.0,0
99,2045701,8,0.625,408,0.1682&&25.9608&&0.0108&&41.8672&&,0.5,60.0,1,5,1,1126.8,0.2,0
100,2006993,5,1.0,42,0.8358&&0.0048&&0.0048&&6.1715&&,0.75,100.0,0,5,0,1710.0,0.0,0
101,2137917,10,0.5,68,1.4884&&0.0092&&9.6434&&0.1990&&,0.75,100.0,0,5,0,1430.6,0.0,0
102,2202722,5,1.0,54,0.2106&&7.8163&&0.1386&&0.9387&&,0.75,40.0,1,5,1,1537.8,0.0,0
103,2201542,1,9.0,0,0.0005&&0.0016&&0.0022&&0.0021&&0.0010&&0.0677&&0.0212&&0.0127&&,1.0,0.0,1,9,0,1210.66666667,0.111111111111,0
