,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
32,2367821,7,0.857142857143,100,1.0436&&0.0130&&0.0006&&19.9428&&0.0006&&,0.8,33.3333333333,3,6,0,1361.66666667,0.166666666667,0
33,2391108,40,0.125,857,0.2239&&93.7104&&32.0097&&16.9928&&,0.25,20.0,4,5,0,919.2,0.4,0
34,2431058,19,0.263157894737,257,0.0033&&0.7904&&39.0476&&3.1477&&,0.75,40.0,2,5,0,1277.2,0.2,0
35,2256313,6,0.833333333333,836,0.0315&&0.0016&&139.3696&&0.0000&&,0.75,60.0,1,5,0,1219.6,0.0,0
36,2260218,3,3.0,270,0.0151&&0.4003&&0.8342&&88.7377&&0.0575&&0.0071&&0.0473&&0.0775&&,0.875,22.2222222222,4,9,0,1170.88888889,0.0,0
37,2223300,12,0.416666666667,1033,0.7336&&148.0259&&18.2378&&5.2084&&,0.25,20.0,4,5,1,2715.0,0.0,0
38,2237429,5,1.2,744,0.0426&&0.1039&&0.0336&&26.3646&&128.5420&&,0.6,0.0,3,6,1,1216.5,0.0,0
39,2260734,51,0.117647058824,622,15.5910&&9.2730&&15.9370&&74.1291&&14.7091&&,0.0,66.6666666667,2,6,1,4637.16666667,0.166666666667,0
40,2256572,26,0.615384615385,235,0.0530&&1.7847&&0.0049&&0.0106&&6.0368&&0.9519&&26.0527&&14.2273&&0.0247&&1.1848&&0.0320&&49.9256&&43.6686&&0.0835&&3.3051&&,0.666666666667,56.25,6,16,0,1294.3125,0.0625,0
41,2259520,7,0.714285714286,829,4.7516&&0.1668&&62.9511&&70.3071&&,0.25,60.0,2,5,0,1316.4,0.2,0
42,2299005,14,0.642857142857,379,0.0790&&8.2076&&5.0030&&26.8344&&13.8901&&0.9334&&21.5092&&49.9142&&,0.25,100.0,0,9,0,1058.44444444,0.555555555556,0
43,2265727,33,0.363636363636,332,0.0227&&56.2225&&0.0194&&24.0323&&0.9550&&23.0202&&16.7244&&25.0959&&0.1804&&0.8335&&5.2512&&,0.454545454545,33.3333333333,6,12,0,1444.66666667,0.166666666667,0
44,2384357,4,1.75,624,156.1307&&0.0007&&0.0020&&0.0181&&0.0128&&0.0079&&,0.833333333333,14.2857142857,2,7,0,2865.71428571,0.0,0
45,2416707,7,0.714285714286,918,0.0260&&41.7678&&111.3144&&0.0394&&,0.5,80.0,1,5,1,1581.2,0.0,0
46,2370489,6,0.833333333333,563,81.1263&&11.1041&&0.0124&&1.7186&&,0.5,80.0,1,5,0,993.4,0.2,0
47,2250374,12,0.833333333333,392,0.0141&&0.0398&&2.9668&&26.0127&&0.0091&&0.9834&&66.0290&&0.0038&&50.9563&&,0.666666666667,20.0,6,10,0,1873.6,0.3,0
48,2224036,38,0.289473684211,321,6.0010&&2.1569&&2.9858&&0.0000&&0.8786&&0.0172&&0.0890&&0.7529&&105.0137&&16.0236&&,0.7,27.2727272727,4,11,1,2713.18181818,0.0,0
49,2257396,13,0.538461538462,440,0.0262&&2.4365&&0.8775&&106.8328&&0.0005&&0.0686&&,0.833333333333,14.2857142857,4,7,1,1659.57142857,0.0,0
50,2323511,9,0.777777777778,416,0.0474&&0.0003&&6.8499&&2.9842&&0.0227&&94.2784&&,0.666666666667,0.0,3,7,1,1008.85714286,0.428571428571,0
51,2290254,11,0.727272727273,539,0.0265&&0.0036&&1.0031&&139.1383&&0.0494&&16.8871&&0.1626&&,0.714285714286,50.0,2,8,0,1604.625,0.125,0
52,2405862,11,0.818181818182,459,0.0867&&0.0737&&113.8980&&0.0057&&0.1759&&18.8093&&16.1178&&3.8892&&,0.625,100.0,0,9,0,1438.11111111,0.0,0
53,2368926,20,0.4,184,36.5531&&0.1197&&1.0994&&7.8819&&7.1617&&0.7239&&0.1339&&,0.571428571429,100.0,0,8,0,1024.25,0.625,0
54,2274531,27,1.51851851852,29,3.4849&&7.3669&&3.5975&&0.0032&&0.0020&&0.0046&&0.0027&&0.0110&&0.0131&&0.0330&&0.8346&&0.0206&&0.0847&&0.0134&&0.0203&&0.0359&&0.0148&&0.0029&&0.0485&&0.3311&&0.1642&&0.0511&&0.0900&&0.0306&&0.0094&&8.1484&&0.0072&&0.0206&&0.0168&&0.0144&&0.9403&&7.4736&&2.9524&&0.0829&&2.2476&&3.0748&&7.0217&&0.0017&&0.0013&&0.1621&&,0.9,0.0,17,41,0,1045.51219512,0.609756097561,0
55,2355604,154,0.162337662338,155,0.0464&&30.8069&&1.1583&&20.9454&&5.0393&&0.0179&&5.7751&&1.1531&&15.0667&&0.0130&&4.0287&&9.9464&&19.7681&&4.2281&&23.7853&&0.1297&&8.0641&&0.8311&&0.0007&&0.0004&&2.9345&&0.0257&&0.0322&&1.2482&&,0.541666666667,24.0,6,25,0,2636.52,0.12,2
56,2367919,22,1.09090909091,72,0.0009&&7.0103&&0.0618&&7.0177&&5.9119&&6.0227&&0.0300&&0.0034&&8.9797&&0.9739&&4.8803&&1.1891&&3.2377&&1.7847&&0.8182&&0.0550&&0.0757&&5.8204&&1.4999&&5.6730&&1.8680&&1.0950&&5.0945&&,0.608695652174,87.5,3,24,0,942.541666667,0.583333333333,0
57,2363205,6,1.33333333333,551,1.6072&&17.3777&&0.5475&&0.9946&&0.0111&&11.2281&&128.9946&&,0.571428571429,25.0,4,8,0,1459.25,0.125,0
58,2390705,16,0.75,308,0.0413&&3.5492&&0.5418&&0.0365&&0.0241&&4.1933&&84.3625&&0.0136&&26.5199&&4.3053&&17.9375&&,0.545454545455,75.0,2,12,0,900.583333333,0.75,0
